ID,NAME,GENDER,KOREAN_GRADE,ENGLISH_GRADE,MATH_GRADE
116692,Ramsi,F,0,5,96
116693,Rarity,F,49,67,14
116694,Rasha,F,60,23,61
116695,Reeya,F,18,54,97
116696,Reiya,F,58,76,25
116697,Reygan,F,81,13,79
116698,Rhoslyn,F,43,39,90
116699,Ridhima,F,11,12,13
116700,Rifka,F,51,17,42
116701,Ritika,F,10,71,46
116702,Rodina,F,18,97,81
116703,Roe,F,82,77,32
116704,Rogan,F,81,53,28
116705,Romelia,F,24,58,65
116706,Romey,F,60,66,32
116707,Rosalena,F,45,45,88
116708,Rosamaria,F,67,24,26
116709,Rosana,F,42,99,7
116710,Roxane,F,7,97,80
116711,Roze,F,42,82,15
116712,Sabah,F,30,77,16
116713,Sagal,F,83,84,2
116714,Saki,F,89,39,69
116715,Salaya,F,34,42,74
116716,Samriddhi,F,89,30,77
116717,Samuel,F,87,96,8
116718,Sanaii,F,59,63,31
116719,Sanjana,F,10,42,68
116720,Sareen,F,57,34,58
116721,Saryiah,F,57,75,25
116722,Savaya,F,20,50,76
116723,Savayah,F,69,80,90
116724,Savreen,F,57,3,32
116725,Sebastian,F,17,78,65
116726,Senia,F,29,5,56
116727,Sevi,F,49,99,83
116728,Shaanvi,F,85,54,67
116729,Shaarvi,F,76,93,11
116730,Shaniece,F,7,66,53
116731,Shanna,F,57,31,73
116732,Shanvika,F,26,54,65
116733,Shariah,F,85,5,48
116734,Shasta,F,96,90,94
116735,Sheri,F,51,8,18
116736,Shireen,F,20,21,48
116737,Shirel,F,84,85,49
116738,Shristi,F,71,25,10
116739,Shyra,F,28,50,44
116740,Simisola,F,63,16,8
116741,Simra,F,66,25,87
116742,Simrat,F,67,49,12
116743,Sireen,F,29,69,46
116744,Sivan,F,4,98,56
116745,Sophina,F,80,30,9
116746,Sophy,F,47,2,4
116747,Soriyah,F,67,92,45
116748,Srihitha,F,44,4,91
116749,Steele,F,2,73,23
116750,Sua,F,47,90,26
116751,Suhaila,F,19,53,28
116752,Suhaylah,F,54,83,41
116753,Sukhmani,F,66,92,27
116754,Sumire,F,86,32,66
116755,Surya,F,78,19,7
116756,Sylvan,F,96,33,1
116757,Symphani,F,94,7,23
116758,Symphany,F,65,29,7
116759,Tabatha,F,25,18,52
116760,Talani,F,48,70,81
116761,Talisa,F,81,60,46
116762,Talon,F,5,68,20
116763,Tamaya,F,81,6,11
116764,Tana,F,29,58,25
116765,Tanvika,F,69,91,87
116766,Tarah,F,58,6,56
116767,Tarynn,F,55,50,88
116768,Taylinn,F,12,51,33
116769,Teddie,F,54,83,62
116770,Tehillah,F,36,25,62
116771,Tena,F,97,90,79
116772,Tenleigh,F,20,96,36
116773,Terriana,F,88,38,68
116774,Terryn,F,14,44,85
116775,Tessie,F,49,28,43
116776,Theodosia,F,47,23,44
116777,Thia,F,30,91,75
116778,Tiegan,F,91,52,97
116779,Tiffani,F,8,25,72
116780,Timberlee,F,81,21,58
116781,Timberly,F,20,92,32
116782,Tiyanna,F,8,47,56
116783,Tulsi,F,31,66,42
116784,Vara,F,60,28,21
116785,Venessa,F,36,74,51
116786,Vivica,F,45,71,53
116787,Viyana,F,14,80,71
116788,Vyolet,F,93,97,40
116789,Wafa,F,26,84,69
116790,Wateen,F,49,61,57
116791,Whisper,F,24,96,6
116792,Wynnter,F,89,96,53
116793,Xayla,F,55,98,52
116794,Xiamara,F,19,87,35
116795,Yaa,F,41,86,0
116796,Yalena,F,25,62,89
116797,Yar,F,83,23,57
116798,Yliana,F,13,72,73
116799,Yoanna,F,65,61,32
116800,Yona,F,24,42,74
116801,Ysabelle,F,85,42,50
116802,Yulani,F,12,81,25
116803,Yuriana,F,29,90,82
116804,Yvaine,F,98,6,87
116805,Zafirah,F,42,27,99
116806,Zaha,F,76,85,24
116807,Zaileigh,F,62,35,88
116808,Zala,F,78,47,91
116809,Zaleigh,F,10,86,95
116810,Zarianna,F,64,22,42
116811,Zarra,F,16,99,11
116812,Zayden,F,44,36,51
116813,Zela,F,52,53,40
116814,Zeta,F,64,31,88
116815,Zoii,F,18,13,88
116816,Zula,F,66,20,72
116817,Zyasia,F,14,14,47
116818,Zyiah,F,90,75,58
116819,Abhiraj,M,37,34,91
116820,Aceon,M,1,4,70
116821,Adaiah,M,17,7,46
116822,Adith,M,3,52,37
116823,Aesir,M,55,83,43
116824,Ahkeem,M,50,14,56
116825,Ailan,M,88,23,70
116826,Ajeet,M,89,55,19
116827,Akili,M,36,14,92
116828,Albeiro,M,36,22,72
116829,Aldous,M,20,6,84
116830,Alekai,M,53,28,66
116831,Alesso,M,10,6,6
116832,Alwyn,M,1,5,48
116833,Alyaan,M,76,45,43
116834,Amarey,M,25,33,9
116835,Amirjon,M,23,23,94
116836,Amogh,M,93,81,39
116837,Andoni,M,34,99,89
116838,Andrian,M,55,44,43
116839,Andric,M,29,48,54
116840,Anduin,M,47,13,0
116841,Angello,M,73,27,60
116842,Antwaun,M,58,27,91
116843,Ariston,M,96,75,24
116844,Arkyn,M,80,96,66
116845,Aro,M,20,85,84
116846,Arth,M,41,87,51
116847,Ashon,M,29,24,95
116848,Asiyah,M,89,36,19
116849,Avel,M,24,30,7
116850,Avis,M,26,50,5
116851,Avraj,M,10,29,72
116852,Awab,M,22,13,69
116853,Azaryah,M,42,0,97
116854,Balor,M,68,52,74
116855,Barok,M,56,75,36
116856,Baxton,M,78,42,55
116857,Benigno,M,67,37,48
116858,Berish,M,40,17,65
116859,Berlin,M,56,26,52
116860,Bert,M,5,21,46
116861,Blain,M,46,24,51
116862,Blayke,M,82,3,3
116863,Boomer,M,60,22,42
116864,Bowyn,M,84,4,78
116865,Bracken,M,71,68,2
116866,Brahm,M,0,89,33
116867,Bravery,M,50,40,67
116868,Brayten,M,73,15,76
116869,Brayven,M,41,17,79
116870,Breland,M,89,56,93
116871,Brexley,M,21,92,40
116872,Breyer,M,0,4,54
116873,Brien,M,95,39,67
116874,Brighten,M,85,57,92
116875,Brylee,M,88,99,75
116876,Bryor,M,85,0,96
116877,Caeleb,M,5,29,93
116878,Caisyn,M,24,13,47
116879,Calel,M,60,18,66
116880,Calem,M,55,84,34
116881,Candon,M,70,52,30
116882,Canelo,M,52,49,25
116883,Carder,M,78,20,98
116884,Cardier,M,32,95,0
116885,Careem,M,46,5,43
116886,Carlson,M,62,25,63
116887,Carwyn,M,69,21,74
116888,Cas,M,78,1,68
116889,Castin,M,31,22,75
116890,Cayce,M,49,93,66
116891,Chan,M,77,26,86
116892,Chasin,M,15,22,92
116893,Chavis,M,34,16,59
116894,Chett,M,19,52,53
116895,Chrishaun,M,39,31,72
116896,Cire,M,3,99,57
116897,Clayson,M,74,84,54
116898,Codey,M,67,87,24
116899,Collen,M,75,46,70
116900,Collyn,M,0,84,81
116901,Colm,M,11,83,28
116902,Connell,M,74,86,37
116903,Connelly,M,77,99,5
116904,Corinthian,M,97,68,12
116905,Corleone,M,40,21,84
116906,Covey,M,8,44,93
116907,Creede,M,49,79,69
116908,Crews,M,19,9,89
116909,Croy,M,8,99,46
116910,Curt,M,74,16,20
116911,Cypher,M,69,56,36
116912,Cyprus,M,97,87,22
116913,Dadrian,M,1,78,10
116914,Daeson,M,86,72,86
116915,Daivion,M,57,25,56
116916,Dalon,M,97,18,61
116917,Damarkus,M,47,65,34
116918,Dannie,M,23,81,7
116919,Daryel,M,20,85,11
116920,Dasean,M,24,16,74
116921,Davide,M,67,56,93
116922,Davy,M,2,36,10
116923,Dawid,M,41,5,47
116924,Dawoud,M,77,50,51
116925,Dayvion,M,24,3,27
116926,Delfino,M,95,64,58
116927,Demonta,M,15,18,97
116928,Demontae,M,3,91,46
116929,Denilson,M,69,10,95
116930,Deshun,M,99,12,5
116931,Dharius,M,83,7,60
116932,Domenik,M,20,93,22
116933,Dominion,M,78,88,31
116934,Dorion,M,80,41,63
116935,Draiden,M,43,59,14
116936,Drax,M,82,90,45
116937,Dreshawn,M,15,88,60
116938,Dreyton,M,10,81,99
116939,Duran,M,88,90,15
116940,Durrell,M,49,61,96
116941,Dyami,M,78,44,84
116942,Ebubechukwu,M,7,0,48
116943,Ed,M,83,21,47
116944,Edras,M,96,65,2
116945,Ehren,M,58,70,52
116946,Eldin,M,29,3,82
116947,Elijha,M,88,13,60
116948,Elikai,M,44,96,3
116949,Elizandro,M,98,42,68
116950,Elkin,M,95,5,28
116951,Ellery,M,80,5,40
116952,Emily,M,32,9,58
116953,Emmerick,M,56,34,90
116954,Emperor,M,32,24,64
116955,Ephrem,M,68,89,89
116956,Ephriam,M,32,46,98
116957,Erian,M,20,27,32
116958,Esmond,M,21,2,7
116959,Evaristo,M,46,39,82
116960,Everrett,M,12,51,29
116961,Everton,M,84,32,87
116962,Ezechiel,M,7,34,55
116963,Ezequias,M,91,9,51
116964,Fabien,M,6,99,35
116965,Faron,M,49,52,64
116966,Farris,M,87,9,37
116967,Filippo,M,34,99,63
116968,Gamal,M,51,26,86
116969,Gardner,M,53,71,96
116970,Garion,M,48,55,10
116971,Ghassan,M,20,93,13
116972,Ghazi,M,11,32,53
116973,Giovannie,M,52,94,83
116974,Gleb,M,23,48,93
116975,Grace,M,12,67,56
116976,Gracyn,M,29,25,23
116977,Grahm,M,29,42,83
116978,Grainger,M,43,46,26
116979,Gregor,M,29,63,9
116980,Griezmann,M,16,39,58
116981,Gyan,M,92,93,25
116982,Haitham,M,55,83,8
116983,Hanniel,M,86,74,44
116984,Harlee,M,38,50,54
116985,Harvest,M,10,7,1
116986,Haseeb,M,61,47,23
116987,Hazem,M,87,27,30
116988,Heinrich,M,10,61,52
116989,Husayn,M,55,83,20
116990,Ibhan,M,34,94,52
116991,Icarus,M,76,44,42
116992,Idriss,M,83,6,84
116993,Igor,M,9,88,94
116994,Ilai,M,24,77,83
116995,Ingram,M,29,19,29
116996,Ion,M,42,49,28
116997,Islam,M,32,49,22
116998,Ivy,M,51,10,93
116999,Izaias,M,32,37,34
117000,Izeah,M,19,66,81
117001,Jaaziah,M,69,37,79
117002,Jaber,M,38,19,10
117003,Jabin,M,33,94,56
117004,Jachin,M,70,52,71
117005,Jackston,M,86,35,18
117006,Jacorian,M,34,32,8
117007,Jadien,M,5,74,63
117008,Jadis,M,4,56,38
117009,Jadriel,M,20,75,2
117010,Jahad,M,85,4,56
117011,Jahkari,M,94,62,74
117012,Jahki,M,70,83,92
117013,Jahmeir,M,5,37,21
117014,Jahmiel,M,36,23,88
117015,Jaisen,M,69,88,51
117016,Jakin,M,2,84,71
117017,Jaking,M,57,1,23
117018,Jamarian,M,60,37,43
117019,Jamias,M,30,75,98
117020,Jamiere,M,64,32,43
117021,Jancarlo,M,12,14,81
117022,Jaquavion,M,67,13,9
117023,Jaryn,M,14,24,38
117024,Javell,M,43,35,46
117025,Jaydence,M,31,54,56
117026,Jaysion,M,75,47,51
117027,Jeferson,M,15,86,96
117028,Jeovani,M,42,45,91
117029,Jeovanni,M,1,97,55
117030,Jerusalem,M,61,96,32
117031,Jhayden,M,57,4,96
117032,Jiaire,M,20,22,99
117033,Jiovanny,M,0,18,99
117034,Joakim,M,27,2,41
117035,Joas,M,46,14,69
117036,Jontae,M,87,82,15
117037,Joram,M,9,52,40
117038,Josean,M,13,82,21
117039,Joshuan,M,33,69,78
117040,Joss,M,81,18,33
117041,Juanluis,M,38,29,99
117042,Juda,M,93,96,23
117043,Juliocesar,M,66,69,31
117044,Justino,M,86,79,46
117045,Kaceon,M,65,55,70
117046,Kaedan,M,80,15,44
117047,Kahlo,M,25,47,92
117048,Kaidin,M,10,85,28
117049,Kailash,M,1,75,54
117050,Kaion,M,80,39,37
117051,Kaivion,M,71,22,64
117052,Kalei,M,92,13,72
117053,Kanden,M,77,1,35
117054,Kanin,M,61,14,62
117055,Karlin,M,9,60,81
117056,Kashon,M,84,83,6
117057,Kaspen,M,50,58,78
117058,Kastin,M,60,2,91
117059,Kavir,M,58,46,35
117060,Kaydn,M,70,99,46
117061,Kayin,M,61,79,23
117062,Kaylin,M,20,65,96
117063,Kayshawn,M,69,65,75
117064,Kayton,M,24,64,41
117065,Kazuki,M,31,94,59
117066,Kazuma,M,85,28,58
117067,Kealan,M,96,70,14
117068,Kedar,M,49,66,43
117069,Keean,M,68,2,81
117070,Keen,M,85,60,17
117071,Keir,M,79,95,13
117072,Kelyn,M,72,86,97
117073,Kemauri,M,91,66,43
117074,Kenden,M,57,74,14
117075,Keno,M,84,32,89
117076,Kenshin,M,9,60,53
117077,Kensley,M,46,40,87
117078,Keron,M,94,53,9
117079,Keshon,M,79,66,22
117080,Kesler,M,89,66,35
117081,Kestyn,M,86,73,66
117082,Khamani,M,88,71,36
117083,Khizar,M,75,30,62
117084,Khyaire,M,9,98,16
117085,Kiel,M,74,5,81
117086,Kinsley,M,97,57,32
117087,Kinston,M,62,13,1
117088,Kiyoshi,M,39,69,17
117089,Knighton,M,41,13,5
117090,Kobee,M,37,7,81
117091,Koden,M,64,6,65
117092,Korver,M,48,45,76
117093,Kratos,M,46,52,60
117094,Krystopher,M,82,42,53
117095,Kwan,M,49,12,97
117096,Kyce,M,98,65,68
117097,Kyel,M,93,23,73
117098,Kyi,M,28,22,90
117099,Kyier,M,13,23,80
117100,Kyrion,M,12,85,94
117101,Kysir,M,49,77,2
117102,Laithan,M,46,77,73
117103,Lakendrick,M,34,42,19
117104,Lavie,M,66,10,56
117105,Lavin,M,40,66,67
117106,Leandrew,M,37,3,65
117107,Liano,M,74,63,24
117108,Lindsey,M,27,89,11
117109,Linwood,M,50,18,81
117110,Lorik,M,44,5,63
117111,Lorne,M,20,95,67
117112,Luccas,M,53,37,19
117113,Ludwig,M,58,78,51
117114,Luxton,M,91,4,82
117115,Lyndell,M,90,30,1
117116,Lynkin,M,20,22,89
117117,Macgregor,M,64,85,73
117118,Maisyn,M,71,75,32
117119,Mak,M,74,60,90
117120,Makana,M,24,42,4
117121,Makhari,M,77,29,74
117122,Maki,M,8,54,3
117123,Malacai,M,70,57,94
117124,Malachy,M,6,63,24
117125,Manav,M,66,62,30
117126,Mankirat,M,50,53,46
117127,Manveer,M,17,68,45
117128,Marck,M,42,53,63
117129,Marvelous,M,62,83,12
117130,Marwin,M,56,97,59
117131,Marx,M,97,89,65
117132,Matson,M,29,98,17
117133,Maxten,M,67,30,63
117134,Merit,M,69,61,37
117135,Mikayel,M,36,77,25
117136,Milos,M,42,54,13
117137,Moataz,M,21,23,72
117138,Montae,M,54,86,63
117139,Montavious,M,95,1,92
117140,Montreal,M,22,12,23
117141,Moo,M,45,38,79
117142,Morton,M,28,17,74
117143,Muneeb,M,52,73,36
117144,Muneer,M,32,71,36
117145,Mylon,M,8,82,91
117146,Naetochukwu,M,57,57,57
117147,Nathyn,M,86,82,71
117148,Nature,M,45,43,67
117149,Nayef,M,88,74,89
117150,Nels,M,94,94,79
117151,Neri,M,58,22,0
117152,Netanel,M,30,51,39
117153,Neven,M,63,73,17
117154,Nicklas,M,38,1,9
117155,Nikkolas,M,13,72,81
117156,Nizar,M,46,27,20
117157,Nolawi,M,82,51,47
117158,Norbert,M,92,39,42
117159,Noxx,M,6,50,96
117160,Nur,M,45,75,52
117161,Oaklynn,M,36,33,3
117162,Odis,M,97,58,58
117163,Ollin,M,21,34,53
117164,Omni,M,25,40,50
117165,Oniel,M,29,57,2
117166,Onix,M,56,8,82
117167,Onur,M,49,73,61
117168,Oriel,M,72,25,32
117169,Osborn,M,77,57,31
117170,Oshae,M,17,10,1
117171,Ousman,M,38,17,1
117172,Paulino,M,6,38,44
117173,Princetin,M,22,18,90
117174,Quintrell,M,4,86,94
117175,Rachit,M,46,37,40
117176,Radin,M,33,38,98
117177,Raheel,M,58,32,8
117178,Rai,M,76,40,48
117179,Raife,M,56,84,68
117180,Raihan,M,95,74,20
117181,Rashaan,M,66,15,25
117182,Rasheem,M,46,21,10
117183,Ravon,M,88,26,42
117184,Redd,M,26,63,41
117185,Reiner,M,52,42,61
117186,Renton,M,28,14,98
117187,Reyli,M,11,95,1
117188,Rhaegar,M,3,60,67
117189,Rhylee,M,49,15,74
117190,Riccardo,M,44,81,24
117191,Ricco,M,22,53,48
117192,Riddik,M,53,55,53
117193,Rigley,M,66,25,1
117194,Rilan,M,54,10,29
117195,Ritter,M,7,33,28
117196,Robyn,M,39,6,92
117197,Rockland,M,77,9,6
117198,Rojelio,M,39,70,5
117199,Rollie,M,47,84,35
117200,Ronyn,M,31,70,53
117201,Royel,M,66,66,66
117202,Ruel,M,74,57,76
117203,Rufino,M,9,44,49
117204,Rutledge,M,16,98,80
117205,Ruvim,M,2,98,15
117206,Saahil,M,41,91,3
117207,Safaree,M,24,84,90
117208,Sahid,M,16,61,41
117209,Samaj,M,79,10,74
117210,Sarvesh,M,49,15,98
117211,Saverio,M,56,45,72
117212,Savva,M,80,33,46
117213,Scotland,M,18,33,20
117214,Sebastyan,M,41,41,85
117215,Senay,M,83,78,99
117216,Sergi,M,53,35,31
117217,Shah,M,2,73,49
117218,Shakeem,M,11,28,94
117219,Shep,M,68,96,57
117220,Shrihan,M,5,34,2
117221,Siddarth,M,91,59,72
117222,Silvano,M,7,80,70
117223,Sirroyal,M,48,34,36
117224,Sloane,M,81,43,25
117225,Smayan,M,71,29,65
117226,Sorren,M,46,92,29
117227,Sovereign,M,53,67,50
117228,Spenser,M,79,92,73
117229,Srijan,M,16,90,38
117230,Stacey,M,86,39,93
117231,Sufiyan,M,88,45,57
117232,Sy,M,44,50,97
117233,Syer,M,28,29,86
117234,Taahir,M,71,6,53
117235,Tal,M,61,40,55
117236,Talin,M,91,47,60
117237,Tanish,M,69,69,76
117238,Taten,M,92,91,74
117239,Terryn,M,69,77,9
117240,Thornton,M,7,49,13
117241,Tiam,M,84,32,86
117242,Tomasz,M,81,49,82
117243,Tori,M,9,1,63
117244,Toussaint,M,56,9,23
117245,Tresean,M,52,61,44
117246,Treveon,M,12,86,85
117247,Trice,M,25,24,36
117248,Triumph,M,43,35,32
117249,Trooper,M,95,33,62
117250,Truu,M,68,65,15
117251,Tymere,M,17,84,60
117252,Tysean,M,66,63,0
117253,Tyton,M,25,22,99
117254,Tyvon,M,17,84,97
117255,Uilliam,M,68,29,27
117256,Usmon,M,39,75,11
117257,Vallon,M,47,24,98
117258,Vardan,M,80,5,74
117259,Varian,M,6,99,24
117260,Vergil,M,27,40,51
117261,Vin,M,74,24,77
117262,Vinicio,M,98,14,22
117263,Viren,M,8,67,55
117264,Vishruth,M,13,64,36
117265,Vivian,M,5,70,56
117266,Vraj,M,29,58,84
117267,Wayden,M,41,53,12
117268,Weller,M,32,2,73
117269,Wendall,M,85,6,95
117270,Weylon,M,11,85,97
117271,Whitfield,M,56,16,61
117272,Wilton,M,2,99,84
117273,Winn,M,75,35,20
117274,Worth,M,66,37,32
117275,Yahye,M,40,9,33
117276,Yaser,M,5,11,75
117277,Yashua,M,23,97,56
117278,Yazn,M,20,40,5
117279,Yeiren,M,20,5,28
117280,Yerachmiel,M,96,7,87
117281,Yida,M,0,27,80
117282,Yosiel,M,84,47,44
117283,Yu,M,6,9,21
117284,Yunior,M,31,97,44
117285,Yussuf,M,49,31,46
117286,Yvan,M,28,35,60
117287,Zacharie,M,76,61,92
117288,Zakariyah,M,41,44,98
117289,Zarrar,M,66,19,44
117290,Zaryan,M,91,58,23
117291,Zaviyar,M,81,32,35
117292,Zende,M,27,14,89
117293,Zenon,M,99,72,7
117294,Zhayden,M,80,21,72
117295,Zuhaib,M,2,97,96
117296,Zurich,M,73,32,28
117297,Zylen,M,75,24,92
117298,Aaditri,F,17,75,58
117299,Aaleiya,F,36,40,84
117300,Aamani,F,57,55,19
117301,Aaniya,F,80,54,89
117302,Aashritha,F,29,26,58
117303,Aavah,F,67,51,44
117304,Aayushi,F,43,13,77
117305,Aby,F,79,68,84
117306,Accalia,F,15,13,82
117307,Adalaya,F,89,45,13
117308,Adalayah,F,57,63,47
117309,Adaleyza,F,36,7,42
117310,Addisynn,F,51,0,41
117311,Addylynn,F,32,71,61
117312,Adessa,F,60,51,85
117313,Adilee,F,6,74,93
117314,Adrie,F,2,61,62
117315,Aerie,F,93,10,75
117316,Aftyn,F,14,75,97
117317,Ahlaya,F,36,25,54
117318,Ahmina,F,2,94,31
117319,Ahnesti,F,38,18,80
117320,Ahnyla,F,42,49,31
117321,Ahria,F,53,57,89
117322,Aidy,F,45,96,75
117323,Ainoa,F,31,75,6
117324,Aisla,F,91,86,73
117325,Aitiana,F,46,65,91
117326,Aizlyn,F,78,67,96
117327,Ajayla,F,31,54,33
117328,Ajournee,F,45,59,3
117329,Akiya,F,44,8,81
117330,Akyla,F,78,13,42
117331,Alaine,F,29,29,26
117332,Alaisha,F,47,64,44
117333,Alauni,F,72,63,11
117334,Alayssa,F,83,4,60
117335,Aleanna,F,39,25,26
117336,Aleesha,F,20,60,72
117337,Aleta,F,63,3,27
117338,Alexah,F,27,64,37
117339,Alexy,F,65,64,23
117340,Alexzandra,F,28,83,30
117341,Aleysha,F,51,74,32
117342,Aliahna,F,62,75,27
117343,Alianys,F,36,9,35
117344,Alika,F,54,70,54
117345,Alivya,F,0,14,76
117346,Aliyanah,F,29,53,37
117347,Allayna,F,46,10,31
117348,Alleyah,F,29,22,75
117349,Allissa,F,65,17,59
117350,Alynn,F,46,77,89
117351,Amarisa,F,37,85,28
117352,Amayla,F,55,77,29
117353,Ameia,F,71,53,46
117354,Ameilia,F,19,0,50
117355,Amelianna,F,80,47,48
117356,Amily,F,29,36,92
117357,Amzie,F,92,50,16
117358,Anahlia,F,37,34,20
117359,Anaid,F,17,83,59
117360,Anaise,F,31,87,98
117361,Anakin,F,23,3,55
117362,Analeyah,F,46,21,78
117363,Analina,F,42,78,3
117364,Andrew,F,43,85,62
117365,Aniko,F,0,52,73
117366,Annalaya,F,26,69,22
117367,Annalena,F,84,16,66
117368,Annalese,F,15,99,93
117369,Annalisse,F,94,45,60
117370,Annaliz,F,99,31,86
117371,Annalucia,F,82,62,56
117372,Annalynne,F,38,77,34
117373,Annelie,F,45,30,68
117374,Anneth,F,85,86,86
117375,Annia,F,37,3,51
117376,Anniah,F,12,22,63
117377,Annifer,F,37,13,38
117378,Annleigh,F,46,73,79
117379,Anoushka,F,65,7,81
117380,Anuoluwapo,F,14,17,94
117381,Anzleigh,F,34,54,14
117382,Araeya,F,3,32,28
117383,Arev,F,24,41,61
117384,Arica,F,96,78,40
117385,Arieliz,F,74,27,28
117386,Ariellah,F,12,53,23
117387,Arielys,F,73,57,34
117388,Arilynn,F,3,37,38
117389,Ariyan,F,75,3,53
117390,Armina,F,41,31,54
117391,Arrie,F,93,35,92
117392,Arushi,F,77,57,26
117393,Aryaa,F,51,57,64
117394,Aryani,F,78,41,10
117395,Aseda,F,26,47,38
117396,Asenath,F,80,6,2
117397,Aseneth,F,30,14,60
117398,Ashlan,F,31,14,97
117399,Ashland,F,56,20,99
117400,Atheena,F,90,4,24
117401,Athyna,F,30,64,25
117402,Atiana,F,52,50,25
117403,Atreya,F,13,8,93
117404,Aubrynn,F,16,46,14
117405,Avaleen,F,66,61,14
117406,Avamae,F,64,26,41
117407,Avayla,F,11,57,54
117408,Aveena,F,56,55,43
117409,Avenly,F,98,46,1
117410,Avianni,F,76,78,48
117411,Avreen,F,71,68,98
117412,Avrey,F,3,88,3
117413,Ayaan,F,4,46,51
117414,Ayanah,F,77,50,37
117415,Aylla,F,46,83,63
117416,Ayriana,F,29,79,64
117417,Ayris,F,79,64,28
117418,Azaleia,F,62,3,15
117419,Azarya,F,32,6,83
117420,Bailynn,F,94,75,35
117421,Bali,F,43,94,93
117422,Bana,F,33,33,92
117423,Batool,F,98,37,53
117424,Baylin,F,39,45,13
117425,Beckley,F,80,21,86
117426,Bekah,F,73,88,54
117427,Bellarae,F,21,97,36
117428,Benelli,F,0,46,82
117429,Bertie,F,31,45,36
117430,Bettina,F,8,5,60
117431,Beverley,F,40,35,69
117432,Bexlie,F,15,97,32
117433,Blaize,F,54,82,20
117434,Blessen,F,20,40,67
117435,Braxley,F,92,98,41
117436,Braylon,F,40,56,18
117437,Breella,F,33,62,26
117438,Bri,F,43,50,88
117439,Briela,F,77,62,49
117440,Briell,F,76,39,23
117441,Brindley,F,21,1,86
117442,Brooklinn,F,18,38,48
117443,Bryla,F,5,16,51
117444,Bryson,F,44,54,38
117445,Burkleigh,F,47,47,35
117446,Cadie,F,15,91,84
117447,Cally,F,3,85,99
117448,Calvary,F,52,93,37
117449,Camara,F,49,73,81
117450,Camrie,F,19,89,57
117451,Camyah,F,34,21,9
117452,Carlos,F,10,80,29
117453,Carole,F,93,98,67
117454,Carsynn,F,47,21,74
117455,Carver,F,64,7,51
117456,Cashlyn,F,59,89,44
117457,Cassadee,F,50,56,90
117458,Cassidee,F,43,0,43
117459,Cayenne,F,81,69,62
117460,Cera,F,94,99,83
117461,Cerise,F,86,8,46
117462,Chara,F,77,71,59
117463,Christyana,F,81,84,83
117464,Chrystal,F,20,11,81
117465,Chynna,F,80,75,11
117466,Cicely,F,61,22,59
117467,Cinthya,F,83,1,12
117468,Clancy,F,2,15,56
117469,Coleen,F,98,8,38
117470,Copper,F,71,54,93
117471,Corine,F,92,54,67
117472,Corryn,F,86,67,75
117473,Cortlyn,F,32,7,90
117474,Cressida,F,77,34,76
117475,Daina,F,9,75,89
117476,Daliya,F,57,73,32
117477,Danaly,F,70,89,10
117478,Danyella,F,50,71,64
117479,Daphnee,F,36,26,10
117480,Darrah,F,20,35,15
117481,Daryn,F,96,58,93
117482,Davey,F,7,41,47
117483,Deari,F,60,22,28
117484,Deava,F,81,78,8
117485,Deem,F,3,56,84
117486,Delanee,F,6,45,92
117487,Deliliah,F,49,10,36
117488,Demia,F,98,82,16
117489,Demiah,F,42,75,79
117490,Derriana,F,14,41,73
117491,Desteny,F,66,13,19
117492,Devonna,F,77,11,54
117493,Deya,F,5,83,26
117494,Deyjah,F,42,40,24
117495,Deziree,F,23,84,87
117496,Deziyah,F,60,50,87
117497,Dilyn,F,59,34,67
117498,Dion,F,63,9,25
117499,Dreanna,F,21,68,43
117500,Dyamond,F,32,70,57
117501,Edina,F,85,21,6
117502,Edyth,F,83,23,85
117503,Elainna,F,41,78,9
117504,Elanny,F,48,20,50
117505,Elanore,F,24,3,54
117506,Elexa,F,75,31,64
117507,Elinore,F,24,66,3
117508,Elisabetta,F,88,98,25
117509,Elisse,F,64,88,34
117510,Ellakate,F,29,27,42
117511,Ellamay,F,68,77,35
117512,Ellayna,F,10,4,47
117513,Ellenora,F,13,70,58
117514,Ellinore,F,59,88,56
117515,Ellionna,F,32,82,62
117516,Ellizabeth,F,8,96,52
117517,Elyn,F,3,28,60
117518,Elynn,F,76,14,11
117519,Elyzah,F,4,36,18
117520,Emaly,F,5,20,34
117521,Emberli,F,32,94,57
117522,Emelly,F,36,58,59
117523,Emerlee,F,68,58,55
117524,Emilyrose,F,63,4,48
117525,Emmrie,F,51,85,10
117526,Emyah,F,21,50,31
117527,Emylee,F,45,6,63
117528,Enas,F,57,53,70
117529,England,F,66,83,77
117530,Eniya,F,15,51,32
117531,Enslie,F,22,8,54
117532,Enzleigh,F,16,12,98
117533,Eriella,F,31,42,10
117534,Erilyn,F,77,3,48
117535,Eryanna,F,31,38,75
117536,Esthela,F,97,21,52
117537,Estreya,F,83,65,85
117538,Ettie,F,54,65,86
117539,Evanie,F,39,29,27
117540,Evann,F,12,74,88
117541,Eveleen,F,49,72,32
117542,Evonna,F,68,80,27
117543,Eyleen,F,90,4,62
117544,Eymi,F,70,82,98
117545,Ezmay,F,16,94,73
117546,Fahima,F,90,58,4
117547,Faizah,F,33,7,99
117548,Fatmata,F,54,63,3
117549,Fenet,F,1,75,38
117550,Fiza,F,27,9,91
117551,Fortune,F,92,36,21
117552,Fox,F,65,84,25
